101
101
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
100	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100	0	40	40	40	40	40	40	40	40	40	40	40	40	40	0	40	40	40	40	40	40	40	40	40	40	40	0	40	40	40	0	40	40	40	40	40	0	40	40	40	40	40	40	40	40	40	40	40	40	40	0	40	40	40	0	40	40	40	40	40	40	40	40	40	40	40	40	40	0	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	40	40	40	40	40	0	40	40	40	40	40	40	40	
100	0	40	0	0	0	40	0	0	0	0	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	40	0	40	0	40	0	0	0	40	0	0	0	40	0	0	0	0	0	40	0	0	0	0	0	40	0	40	0	40	0	0	0	0	0	0	0	0	0	0	0	40	0	40	0	40	0	40	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	40	0	40	0	40	0	0	0	40	0	0	0	40	
100	0	40	0	40	0	40	40	40	40	40	0	40	40	40	40	40	0	40	40	40	40	40	0	40	40	40	0	40	0	40	40	40	40	40	0	40	40	40	0	40	40	40	0	40	0	40	40	40	40	40	40	40	0	40	0	40	40	40	40	40	40	40	40	40	40	40	0	40	0	40	0	40	40	40	40	40	40	40	0	40	0	40	40	40	40	40	0	40	0	40	0	40	0	40	40	40	0	40	40	40	
100	0	40	0	40	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	0	0	40	0	40	0	0	0	40	0	0	0	0	0	0	0	40	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	40	0	40	0	40	0	0	0	40	0	40	0	40	0	40	0	40	0	0	0	40	0	0	
100	0	40	40	40	0	40	40	40	0	40	40	40	0	40	40	40	0	40	0	40	40	40	0	40	0	40	40	40	0	40	40	40	40	40	40	40	40	40	40	40	40	40	0	40	0	40	40	40	0	40	40	40	0	40	40	40	0	40	40	40	40	40	0	40	40	40	0	40	0	40	40	40	0	40	40	40	40	40	0	40	0	40	0	40	0	40	40	40	0	40	0	40	0	40	40	40	0	40	40	40	
100	0	0	0	40	0	40	0	40	0	0	0	0	0	40	0	40	0	40	0	40	0	0	0	40	0	40	0	40	0	40	0	0	0	0	0	0	0	0	0	0	0	40	0	40	0	40	0	40	0	40	0	40	0	0	0	0	0	0	0	40	0	40	0	40	0	40	0	40	0	0	0	40	0	40	0	0	0	0	0	0	0	40	0	40	0	0	0	0	0	40	0	40	0	40	0	40	0	0	0	40	
100	0	40	0	40	40	40	0	40	0	40	40	40	40	40	0	40	40	40	0	40	0	40	0	40	0	40	0	40	0	40	40	40	0	40	40	40	0	40	40	40	0	40	0	40	40	40	0	40	40	40	0	40	40	40	40	40	40	40	0	40	0	40	40	40	0	40	40	40	0	40	40	40	0	40	40	40	40	40	40	40	40	40	0	40	40	40	40	40	0	40	0	40	0	40	0	40	40	40	0	40	
100	0	40	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	40	0	40	0	40	0	40	0	40	0	0	0	0	0	40	0	40	0	0	0	40	0	40	0	0	0	0	0	40	0	0	0	0	0	40	0	0	0	0	0	40	0	0	0	0	0	0	0	40	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	40	0	40	0	40	0	0	0	40	0	40	
100	0	40	40	40	40	40	0	40	0	40	40	40	0	40	40	40	0	40	0	40	0	40	40	40	40	40	0	40	40	40	0	40	0	40	40	40	0	40	0	40	40	40	40	40	0	40	0	40	40	40	0	40	40	40	0	40	40	40	0	40	40	40	40	40	0	40	0	40	40	40	0	40	40	40	0	40	40	40	0	40	40	40	40	40	40	40	0	40	40	40	0	40	0	40	40	40	0	40	0	40	
100	0	40	0	0	0	40	0	40	0	0	0	40	0	40	0	0	0	40	0	40	0	0	0	0	0	0	0	40	0	40	0	40	0	0	0	40	0	40	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	40	0	40	0	40	0	40	0	0	0	40	0	0	0	40	0	0	0	0	0	40	0	40	0	40	0	40	0	0	0	40	0	0	0	40	0	0	0	40	0	0	0	40	0	40	0	0	
100	0	40	0	40	0	40	0	40	40	40	40	40	0	40	40	40	40	40	0	40	40	40	40	40	0	40	40	40	0	40	0	40	0	40	40	40	0	40	0	40	40	40	0	40	40	40	40	40	0	40	40	40	0	40	0	40	0	40	0	40	0	40	0	40	40	40	40	40	0	40	40	40	0	40	0	40	0	40	40	40	0	40	0	40	0	40	40	40	0	40	40	40	0	40	40	40	0	40	40	40	
100	0	40	0	40	0	40	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	40	0	40	0	0	0	40	0	40	0	40	0	0	0	40	0	40	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	40	0	40	0	40	0	40	0	0	0	0	0	0	0	40	0	40	0	40	0	40	0	0	0	0	0	40	0	40	0	40	0	0	0	40	0	0	0	0	0	40	0	0	0	40	
